      time,           p [    21.91      1.64         0],           p [    25.57      1.64         0],           p [    29.12      1.62         0],           p [    32.89      1.63         0],           p [    36.54      1.63         0],           p [    40.21      1.63         0]
    4.553306067631647e+01,                    1.947429537006322107e+03,                    1.945986734633514970e+03,                    2.930491203894082901e+03,                    3.041620491290362224e+03,                    2.611349049471995841e+03,                    2.139166175722184562e+03
    4.555351484305893e+01,                    1.919740120397884311e+03,                    1.970106094604255759e+03,                    2.959607829162968756e+03,                    3.033513178134115151e+03,                    2.572370285073446212e+03,                    2.116004022550717309e+03
    4.557397283873618e+01,                    1.895221765478725729e+03,                    1.996252069362451493e+03,                    2.987394848290822665e+03,                    3.021581293928456489e+03,                    2.533382398237864891e+03,                    2.094829684812948472e+03
    4.559443466801842e+01,                    1.872361400328219588e+03,                    2.024114201483507259e+03,                    3.013201093568411125e+03,                    3.007109529122650201e+03,                    2.494209661456623053e+03,                    2.074537110838263288e+03
    4.561490033346293e+01,                    1.852447100434864979e+03,                    2.053613929198806545e+03,                    3.036968028573733136e+03,                    2.990837948840029640e+03,                    2.454363692117250139e+03,                    2.055910274711136026e+03
    4.563536982237986e+01,                    1.828652368290535378e+03,                    2.084556088772720614e+03,                    3.058724830371127609e+03,                    2.971093053080197024e+03,                    2.415103908265879909e+03,                    2.038800669581153443e+03
    4.565584311988682e+01,                    1.813887085352603663e+03,                    2.116601789294481023e+03,                    3.078142021006226059e+03,                    2.949248106947457927e+03,                    2.376194047153556767e+03,                    2.022036148496934857e+03
    4.567632019513518e+01,                    1.801014863569444287e+03,                    2.149986064611974143e+03,                    3.094987716500078477e+03,                    2.925368441558663108e+03,                    2.339302745949903510e+03,                    2.008860641678199954e+03
    4.569680101499575e+01,                    1.791172097972741994e+03,                    2.183862957360438031e+03,                    3.109696455663319739e+03,                    2.898649807095244796e+03,                    2.301087273514761819e+03,                    1.997381398044903108e+03
    4.571728552911993e+01,                    1.783595874768339399e+03,                    2.219533424409321924e+03,                    3.121610703905727860e+03,                    2.870074416663032935e+03,                    2.265224598022233295e+03,                    1.987928543243327113e+03
    4.573777368524426e+01,                    1.778957630998415198e+03,                    2.255142850972771612e+03,                    3.131085113022452788e+03,                    2.840163549122342374e+03,                    2.229554235830293692e+03,                    1.980321143919600217e+03
    4.575826541313630e+01,                    1.776625045277546405e+03,                    2.292689159727528931e+03,                    3.137596751774435234e+03,                    2.807290547035217969e+03,                    2.197020153817137725e+03,                    1.975217246286286127e+03
    4.577876064038522e+01,                    1.768463819845952003e+03,                    2.329719217094122541e+03,                    3.141267457727767578e+03,                    2.773167277989871309e+03,                    2.163851627967644163e+03,                    1.973351413149367545e+03
    4.579925927626604e+01,                    1.771958922248531053e+03,                    2.367622422949303200e+03,                    3.141868406232016241e+03,                    2.739052040501775991e+03,                    2.132337029138760499e+03,                    1.974244546211205943e+03
    4.581976122751040e+01,                    1.777078008290167190e+03,                    2.406086980635930558e+03,                    3.139284344973653788e+03,                    2.701770805905944599e+03,                    2.103389496709268315e+03,                    1.978374702888030697e+03
    4.584026638211320e+01,                    1.786695242797237825e+03,                    2.444841887657471034e+03,                    3.133550299865257784e+03,                    2.663825022485917543e+03,                    2.075226849150636099e+03,                    1.985488931079495160e+03
    4.586077462523551e+01,                    1.797314715105361756e+03,                    2.483701795481723821e+03,                    3.124415295838269230e+03,                    2.627381171441108563e+03,                    2.049634556732230976e+03,                    1.995721278474955625e+03
    4.588128582334688e+01,                    1.809055748192520696e+03,                    2.522157390714900885e+03,                    3.112680644950022725e+03,                    2.586967139778024830e+03,                    2.025621208156021794e+03,                    2.009210325008722066e+03
    4.590179983961949e+01,                    1.824758222168261227e+03,                    2.560121771986438489e+03,                    3.097622414454485806e+03,                    2.548939980810659108e+03,                    2.003787093755690421e+03,                    2.025441124942859688e+03
    4.592231651795725e+01,                    1.842460651790955808e+03,                    2.597522325063144308e+03,                    3.079458190398635907e+03,                    2.508492808339055500e+03,                    1.984051802796028369e+03,                    2.044286700164198692e+03
    4.594283569882173e+01,                    1.862626467422993073e+03,                    2.633823855987533079e+03,                    3.058590325019726606e+03,                    2.469078220250326012e+03,                    1.966733084865096771e+03,                    2.065542313000287322e+03
    4.596335720307920e+01,                    1.885099906301830060e+03,                    2.669134850785380422e+03,                    3.035120829390916697e+03,                    2.429600514735975594e+03,                    1.951602099290107162e+03,                    2.088320289323354700e+03
    4.598388084815316e+01,                    1.909645471835300214e+03,                    2.702938865960646126e+03,                    3.009365314802711964e+03,                    2.389655157087689076e+03,                    1.939182332874078384e+03,                    2.113816307883357240e+03
    4.600440643160423e+01,                    1.936378233538689983e+03,                    2.735183610246244371e+03,                    2.980700061253765853e+03,                    2.352398603103679761e+03,                    1.929138083109212857e+03,                    2.140927422033125367e+03
    4.602493374752906e+01,                    1.956358361428060789e+03,                    2.765791915564807823e+03,                    2.950415723032469032e+03,                    2.313442808537136443e+03,                    1.921783950699069010e+03,                    2.169289401710301263e+03
    4.604546256991316e+01,                    1.990247812494182881e+03,                    2.794090801398223448e+03,                    2.918359069285995247e+03,                    2.278427113194776211e+03,                    1.917124137575990062e+03,                    2.199511948815390042e+03
    4.606599266929648e+01,                    2.022836557806811470e+03,                    2.820574663691792011e+03,                    2.883971798640802717e+03,                    2.241087220181316297e+03,                    1.915342466462632274e+03,                    2.230733521177134207e+03
    4.608652379594749e+01,                    2.058023225067313433e+03,                    2.844705385197376472e+03,                    2.848509430838924800e+03,                    2.205553625866848506e+03,                    1.916169060096365911e+03,                    2.262769135090005420e+03
    4.610705569675285e+01,                    2.093611900823735596e+03,                    2.866600168442122595e+03,                    2.811409289771550903e+03,                    2.173943562789457701e+03,                    1.919888810086417607e+03,                    2.295166583196254578e+03
    4.612758809819930e+01,                    2.129329370197808657e+03,                    2.885771915733522746e+03,                    2.773493186145292384e+03,                    2.141027887391886452e+03,                    1.926416451422568798e+03,                    2.328645610476509319e+03
    4.614812065009357e+01,                    2.168268760025767733e+03,                    2.902389543130549555e+03,                    2.735305822474443175e+03,                    2.110215089572110628e+03,                    1.935894826678726304e+03,                    2.359830182835445157e+03
    4.616865282817800e+01,                    2.208639347584052757e+03,                    2.916034555242957140e+03,                    2.695651979048347584e+03,                    2.081965613211502841e+03,                    1.948022431784754872e+03,                    2.392678397384426262e+03
    4.618918431156629e+01,                    2.250261436447703545e+03,                    2.926823727004428747e+03,                    2.655756232724047550e+03,                    2.054944362847009870e+03,                    1.962761156282728734e+03,                    2.427638226449199010e+03
    4.620971477645851e+01,                    2.292575718470615811e+03,                    2.934635648786421825e+03,                    2.616630650579883877e+03,                    2.029981041739926241e+03,                    1.980286303244489091e+03,                    2.463897111927660717e+03
    4.623024387884680e+01,                    2.335583351912253420e+03,                    2.939492829239556613e+03,                    2.576275568034702701e+03,                    2.006879566338865061e+03,                    2.000292306566833304e+03,                    2.500088795946518985e+03
    4.625077127201178e+01,                    2.378773335427057646e+03,                    2.941093585262046417e+03,                    2.537113675930766931e+03,                    1.985999146800721974e+03,                    2.023041520677643575e+03,                    2.536439804198520051e+03
    4.627129658925116e+01,                    2.422197867549402872e+03,                    2.939664199708643082e+03,                    2.497644331335518473e+03,                    1.967540822880797805e+03,                    2.048059826418437297e+03,                    2.572650935267420209e+03
    4.629181946139939e+01,                    2.465800651462936003e+03,                    2.935070124251964899e+03,                    2.460263076380708299e+03,                    1.951410623066241897e+03,                    2.075223680134316965e+03,                    2.608788740955515095e+03
    4.631233949962450e+01,                    2.509715772973726416e+03,                    2.927479328916344457e+03,                    2.422053148824191794e+03,                    1.937589790519765074e+03,                    2.104633710573788903e+03,                    2.644664200308923228e+03
    4.633285631296058e+01,                    2.551028971998238831e+03,                    2.917017914161300268e+03,                    2.386498999889999141e+03,                    1.926609967423946273e+03,                    2.136041069993094879e+03,                    2.679970794180695520e+03
    4.635336949119549e+01,                    2.593939030564019049e+03,                    2.903389930521106635e+03,                    2.351405483998288219e+03,                    1.918238151487230425e+03,                    2.169354547658820593e+03,                    2.714401203076341062e+03
    4.637387862238827e+01,                    2.635026217034988804e+03,                    2.887347681221986932e+03,                    2.317419512185423628e+03,                    1.912262839337215610e+03,                    2.204193556919890398e+03,                    2.747774188603622861e+03
    4.639438327585928e+01,                    2.672420411715250793e+03,                    2.868132478565943074e+03,                    2.285863748939885681e+03,                    1.909330652619158855e+03,                    2.240559675601478375e+03,                    2.779323927917740548e+03
    4.641488301967538e+01,                    2.710985236334312049e+03,                    2.846757303832471734e+03,                    2.254552873555692258e+03,                    1.908783676225879390e+03,                    2.278012850902400714e+03,                    2.810330109337452086e+03
    4.643537740377138e+01,                    2.748055939917684555e+03,                    2.822598090512779891e+03,                    2.226201601029568792e+03,                    1.911477817959667163e+03,                    2.316672726051638620e+03,                    2.839715372134811787e+03
    4.645586597736623e+01,                    2.782768299110231965e+03,                    2.796255784131133169e+03,                    2.199036406151719348e+03,                    1.916628947960817186e+03,                    2.356029797909139688e+03,                    2.867774853199816789e+03
    4.647634827225504e+01,                    2.814588159305286354e+03,                    2.767920078893410846e+03,                    2.173942310093018023e+03,                    1.925082511245928572e+03,                    2.396159377295047761e+03,                    2.893595702339591298e+03
    4.649682382011795e+01,                    2.844078158423912100e+03,                    2.737144761809749980e+03,                    2.151102663523010960e+03,                    1.935962288273012973e+03,                    2.436611240909832304e+03,                    2.916069921189437537e+03
    4.651729213592763e+01,                    2.870460048077909960e+03,                    2.705127361461643886e+03,                    2.130037065894176521e+03,                    1.949354010019928864e+03,                    2.477107487566065629e+03,                    2.938084591043518685e+03
    4.653775273540978e+01,                    2.893303518715412338e+03,                    2.671276023786118003e+03,                    2.111686649499720261e+03,                    1.965598471867900571e+03,                    2.517749909272632522e+03,                    2.958046308530054830e+03
    4.655820511851437e+01,                    2.914021770491607640e+03,                    2.636006200955663189e+03,                    2.095293504124177161e+03,                    1.984063442760289036e+03,                    2.558147062360113068e+03,                    2.975213462376771986e+03
    4.657864878663226e+01,                    2.931149433778244656e+03,                    2.599699526891836285e+03,                    2.081472632448633703e+03,                    2.005258849249415562e+03,                    2.598182848891995036e+03,                    2.989990418501465228e+03
    4.659908322639951e+01,                    2.946376284328142901e+03,                    2.562338900860757349e+03,                    2.070022513690519190e+03,                    2.028736100759971578e+03,                    2.637680981955773404e+03,                    3.002285193124924717e+03
    4.661950792666416e+01,                    2.956889531436675952e+03,                    2.524147308154638267e+03,                    2.061151388301598672e+03,                    2.054235076966627730e+03,                    2.676373666236424924e+03,                    3.011934436368814659e+03
    4.663992236270524e+01,                    2.963978005510781713e+03,                    2.485380660661871843e+03,                    2.054562507285014362e+03,                    2.081900619133626151e+03,                    2.714348374330830666e+03,                    3.019401580718305468e+03
    4.666032601295644e+01,                    2.968617155521364111e+03,                    2.446117358283988324e+03,                    2.050458401556595618e+03,                    2.111643844736470783e+03,                    2.750967789425082174e+03,                    3.024037388464007563e+03
    4.668071834334739e+01,                    2.968488417109918828e+03,                    2.406852276492407327e+03,                    2.048822068685232807e+03,                    2.142690654488591463e+03,                    2.786143154327853154e+03,                    3.026113927104875074e+03
    4.670109882405249e+01,                    2.965858806911032389e+03,                    2.368219794886261752e+03,                    2.049621217637536574e+03,                    2.175847210737958449e+03,                    2.819949020618799295e+03,                    3.025677305517776858e+03
    4.672146691391868e+01,                    2.959918510364772828e+03,                    2.329169101542333010e+03,                    2.052832197076816101e+03,                    2.210589193452392010e+03,                    2.852092795322250822e+03,                    3.022376006210491141e+03
    4.674182207708548e+01,                    2.950352102311519047e+03,                    2.291713299750250826e+03,                    2.058483491943303306e+03,                    2.246233750415020040e+03,                    2.882377832715908426e+03,                    3.016452300083564751e+03
    4.676216376763008e+01,                    2.937792850429002556e+03,                    2.253742972723186995e+03,                    2.066308041136676366e+03,                    2.283699853671497294e+03,                    2.910881737041144333e+03,                    3.007383655588173497e+03
    4.678249144599770e+01,                    2.921925830733093790e+03,                    2.216952961217682969e+03,                    2.076222373890212111e+03,                    2.321648395744552090e+03,                    2.937001619551279418e+03,                    2.996189035417762625e+03
    4.680280456382778e+01,                    2.906078893921192503e+03,                    2.182011377776058453e+03,                    2.088317035051383300e+03,                    2.360373933280444362e+03,                    2.961177047221123303e+03,                    2.982422110068645452e+03
    4.682310258023561e+01,                    2.883376169257094716e+03,                    2.146895029103177876e+03,                    2.102294156515584291e+03,                    2.399754567137571030e+03,                    2.983092843047873885e+03,                    2.966400582806911189e+03
    4.684338494677608e+01,                    2.859215110743888999e+03,                    2.115299615966257079e+03,                    2.118532341745206850e+03,                    2.439544545616235155e+03,                    3.002545936026375330e+03,                    2.948183076042901121e+03
    4.686365112361226e+01,                    2.833678861859004883e+03,                    2.082570102339955156e+03,                    2.136553349154614352e+03,                    2.479958282818206499e+03,                    3.019429198535170144e+03,                    2.927197611686745859e+03
    4.688390056457576e+01,                    2.808035393848079821e+03,                    2.053668270580682929e+03,                    2.156351650671144853e+03,                    2.520337659395067931e+03,                    3.033678732921618575e+03,                    2.904438720554320753e+03
    4.690413273323450e+01,                    2.778489534304771496e+03,                    2.023985954324635259e+03,                    2.177993846735880652e+03,                    2.560551354879967221e+03,                    3.045699964969763641e+03,                    2.879768899764753769e+03
    4.692434708802518e+01,                    2.749365631797099468e+03,                    1.997561909364699204e+03,                    2.201186495753979216e+03,                    2.600289856021926425e+03,                    3.054742343225831064e+03,                    2.852657766241766240e+03
    4.694454309829701e+01,                    2.714136792303560469e+03,                    1.971577828339314237e+03,                    2.226105015273056779e+03,                    2.639711514467571760e+03,                    3.061325035141748231e+03,                    2.823961291679628175e+03
    4.696472022962632e+01,                    2.680491601007792724e+03,                    1.947857055125275338e+03,                    2.252551690810714717e+03,                    2.678323319015211837e+03,                    3.064987645050071023e+03,                    2.793795267995759787e+03
    4.698487795996630e+01,                    2.643333054703249218e+03,                    1.925743640726970170e+03,                    2.280483991622345457e+03,                    2.715781558023144044e+03,                    3.065735507804547069e+03,                    2.761983903571292558e+03
    4.700501576499732e+01,                    2.605076600219605098e+03,                    1.905418052922341303e+03,                    2.309726195219041074e+03,                    2.752428300613220017e+03,                    3.063943506407807490e+03,                    2.728440445885953523e+03
    4.702513313502083e+01,                    2.567202423004924640e+03,                    1.887595396078537306e+03,                    2.340450883848202466e+03,                    2.787506046474740288e+03,                    3.059142455617150063e+03,                    2.694014110124393937e+03
    4.704522955968812e+01,                    2.526883492735210893e+03,                    1.871618349855709312e+03,                    2.372147945029611947e+03,                    2.821171799193511106e+03,                    3.051605343499302762e+03,                    2.660658714628537837e+03
    4.706530454402036e+01,                    2.486919249746033529e+03,                    1.858042418057758596e+03,                    2.405269606440098414e+03,                    2.853190630426317512e+03,                    3.041522355893254371e+03,                    2.623771594468158128e+03
    4.708535759407309e+01,                    2.446885864915373077e+03,                    1.846682922618042085e+03,                    2.438822809037120351e+03,                    2.883194087523599592e+03,                    3.028676678701478522e+03,                    2.586826187649760413e+03
    4.710538823283798e+01,                    2.413677943063115436e+03,                    1.837450203092862921e+03,                    2.472806181858220498e+03,                    2.911469961204007632e+03,                    3.013230125426092854e+03,                    2.549074905184381805e+03
    4.712539598584824e+01,                    2.371123400854232386e+03,                    1.830916374817425321e+03,                    2.507381171407310831e+03,                    2.937687790795265755e+03,                    2.995204464002652003e+03,                    2.511795250498942096e+03
    4.714538039659032e+01,                    2.331785162246653726e+03,                    1.826611628132552141e+03,                    2.542376981011997032e+03,                    2.961423926323715023e+03,                    2.974661633157389133e+03,                    2.473548696470447794e+03
    4.716534101338838e+01,                    2.297916707061579928e+03,                    1.824415662999618689e+03,                    2.577572339158597060e+03,                    2.983260335569560993e+03,                    2.951595865715995387e+03,                    2.435296925841373195e+03
    4.718527740359768e+01,                    2.266524677241343852e+03,                    1.824679404674905754e+03,                    2.613006807440672219e+03,                    3.002487114765078786e+03,                    2.926520453066561004e+03,                    2.398578415190702344e+03
    4.720518914033168e+01,                    2.226480179447546107e+03,                    1.827299919122918027e+03,                    2.648424424045438172e+03,                    3.019112626072110288e+03,                    2.899429781019975962e+03,                    2.361180288426101470e+03
    4.722507581702742e+01,                    2.189894066241557084e+03,                    1.832572243028882895e+03,                    2.683799245077299929e+03,                    3.033529644124458173e+03,                    2.870356809855675237e+03,                    2.325346227956844359e+03
    4.724493703501762e+01,                    2.161480520667551446e+03,                    1.839770036523262888e+03,                    2.719046977661371784e+03,                    3.045102165209696977e+03,                    2.839813951407008517e+03,                    2.291143091470410127e+03
    4.726477241722586e+01,                    2.127599696570505330e+03,                    1.849363238301059027e+03,                    2.754374984617499649e+03,                    3.054092572380020101e+03,                    2.807243157035069089e+03,                    2.258431071302194596e+03
    4.728458159511620e+01,                    2.093768762135774523e+03,                    1.861104512830444492e+03,                    2.788553886784497536e+03,                    3.060465205325102033e+03,                    2.773479859345116438e+03,                    2.225958271085851720e+03
    4.730436422366048e+01,                    2.062044283213796916e+03,                    1.875010143110078388e+03,                    2.822311743133795062e+03,                    3.064021056594703168e+03,                    2.738569419987387846e+03,                    2.196341151778815856e+03
    4.732411996759823e+01,                    2.032950156642745924e+03,                    1.890772261954296937e+03,                    2.855096423295378372e+03,                    3.065032233213650215e+03,                    2.703390823242341867e+03,                    2.166326644053195650e+03
    4.734384851544885e+01,                    2.003668770145653070e+03,                    1.908652144799288180e+03,                    2.886931882109866365e+03,                    3.063493215747176691e+03,                    2.666111546189342334e+03,                    2.138287393230542420e+03
    4.736354956758906e+01,                    1.977112871597770891e+03,                    1.928368804143474335e+03,                    2.917623170633045447e+03,                    3.058787357919954047e+03,                    2.628883505202402375e+03,                    2.113546525843096788e+03
    4.738322284921520e+01,                    1.950078688869040661e+03,                    1.949942933391995666e+03,                    2.947010749343687621e+03,                    3.051816131656997641e+03,                    2.590644422992306318e+03,                    2.088198679879607425e+03
    4.740286809759671e+01,                    1.923494890704665750e+03,                    1.973004333698746450e+03,                    2.974689769666653774e+03,                    3.042661227182720268e+03,                    2.553639568361636975e+03,                    2.064679210358081946e+03
    4.742248507638107e+01,                    1.900335260884671698e+03,                    1.997938588272437300e+03,                    3.001108988632186083e+03,                    3.030180266922466217e+03,                    2.514792120302837247e+03,                    2.043489372918350455e+03
    4.744207356284107e+01,                    1.877025610318721192e+03,                    2.024433411468126451e+03,                    3.025689227857903916e+03,                    3.015290942653073216e+03,                    2.477232006516130696e+03,                    2.023487245057103337e+03
    4.746163336102675e+01,                    1.857951627234461284e+03,                    2.052365872891748950e+03,                    3.048330444333689229e+03,                    2.998815898432058020e+03,                    2.439453180894108755e+03,                    2.005503563330164070e+03
    4.748116428963711e+01,                    1.840701504740234896e+03,                    2.081573962717960057e+03,                    3.069181907524103281e+03,                    2.979209663464600453e+03,                    2.401729154321910300e+03,                    1.988960813856938330e+03
    4.750066619536851e+01,                    1.826040130228474482e+03,                    2.111930415615856873e+03,                    3.087981391805375551e+03,                    2.957192102472617989e+03,                    2.365290948615012439e+03,                    1.975336721322652693e+03
    4.752013894038952e+01,                    1.813513663930517396e+03,                    2.143455241979648690e+03,                    3.104622997899027723e+03,                    2.934398437227523573e+03,                    2.330505488508228609e+03,                    1.962612315422267102e+03
    4.753958241558754e+01,                    1.794300737063703309e+03,                    2.175520699384485397e+03,                    3.118991477278314960e+03,                    2.908347895095018430e+03,                    2.294178895417984222e+03,                    1.955363501367786739e+03
    4.755899652812852e+01,                    1.786616127996994692e+03,                    2.209095101213091766e+03,                    3.130641571506971559e+03,                    2.880205686013586273e+03,                    2.260253069678474731e+03,                    1.947004500383843606e+03
    4.757838121463609e+01,                    1.780675197974361936e+03,                    2.243262660183730986e+03,                    3.140165281066714215e+03,                    2.851243697233492185e+03,                    2.226587075823942996e+03,                    1.941204766794416400e+03
    4.759773642870501e+01,                    1.777778938749755298e+03,                    2.277871085733426298e+03,                    3.146894458181597656e+03,                    2.820817912960856120e+03,                    2.196121243615571984e+03,                    1.938206861169212289e+03
    4.761706215393610e+01,                    1.776972026212778019e+03,                    2.312916118810071566e+03,                    3.151175297417729325e+03,                    2.788170839122257803e+03,                    2.164853924452099363e+03,                    1.937875428208494668e+03
    4.763635839149265e+01,                    1.778542785147815039e+03,                    2.348584415953377174e+03,                    3.152702104050471007e+03,                    2.756102489486526792e+03,                    2.136683954679373073e+03,                    1.940560167821219466e+03
    4.765562517298821e+01,                    1.782516774674389808e+03,                    2.384533049753265914e+03,                    3.151439571669102861e+03,                    2.720776238111707244e+03,                    2.108159000166546775e+03,                    1.945179298850822761e+03
    4.767486254808331e+01,                    1.783872947017926435e+03,                    2.420634326514518762e+03,                    3.147390623278282419e+03,                    2.685022729984339549e+03,                    2.081698621525298222e+03,                    1.955528109373730103e+03
    4.769407059712599e+01,                    1.793713182305852342e+03,                    2.457573297593260577e+03,                    3.140227333702735905e+03,                    2.650661069090245292e+03,                    2.057319024593321956e+03,                    1.965245792909286138e+03
    4.771324941892777e+01,                    1.804129760084124200e+03,                    2.494140891905219632e+03,                    3.130262867844677203e+03,                    2.613514646309110049e+03,                    2.034364383486244833e+03,                    1.977632578042666637e+03
    4.773239914309249e+01,                    1.816577708610827358e+03,                    2.530229934003610197e+03,                    3.118015903856933164e+03,                    2.575665599120658953e+03,                    2.013279850785129611e+03,                    1.991862428116291767e+03
    4.775151991796501e+01,                    1.831155079840247708e+03,                    2.566033425870540668e+03,                    3.102886488711927086e+03,                    2.539749266074637490e+03,                    1.994197862832679448e+03,                    2.008273822970430501e+03
    4.777061192268106e+01,                    1.848082080723883109e+03,                    2.601259284342204410e+03,                    3.085090932161710043e+03,                    2.501849085059989193e+03,                    1.977178204107789043e+03,                    2.025940887257087752e+03
    4.778967535547611e+01,                    1.866805674205663081e+03,                    2.635372920798768973e+03,                    3.064824263094228172e+03,                    2.465904692891865125e+03,                    1.962082033679864935e+03,                    2.045587206373026220e+03
    4.780871044482944e+01,                    1.887726645166120989e+03,                    2.668673426442428081e+03,                    3.042643361901757089e+03,                    2.428082063928833577e+03,                    1.949394441991762051e+03,                    2.066772663708030450e+03
    4.782771743870218e+01,                    1.910335570434562896e+03,                    2.700558475930037730e+03,                    3.018288016038046862e+03,                    2.391392998986772000e+03,                    1.938975376483512264e+03,                    2.090021504912562705e+03
    4.784669661491112e+01,                    1.935083057907821512e+03,                    2.731170294687061414e+03,                    2.991476002203255121e+03,                    2.357132561514906229e+03,                    1.930694457810567201e+03,                    2.114843372876999183e+03
    4.786564827071207e+01,                    1.951937493973243136e+03,                    2.760389414953760934e+03,                    2.963422209368464337e+03,                    2.321156660440283304e+03,                    1.925044812980040206e+03,                    2.141269040269075958e+03
    4.788457273280149e+01,                    1.982985479094727680e+03,                    2.787647380154351595e+03,                    2.933339551958039010e+03,                    2.286639862616702885e+03,                    1.921780539084665179e+03,                    2.169400646107309058e+03
    4.790347034720916e+01,                    2.012614921069934098e+03,                    2.813277407567010414e+03,                    2.902373606080490845e+03,                    2.255458816307016605e+03,                    1.920966357511328169e+03,                    2.198415907675536346e+03
    4.792234148890894e+01,                    2.044340197401980276e+03,                    2.836982098239617699e+03,                    2.869940370179681395e+03,                    2.222483671404360393e+03,                    1.922265631137981927e+03,                    2.229041437136844252e+03
    4.794118655192264e+01,                    2.076873730597596023e+03,                    2.858703453223662109e+03,                    2.836317217625465673e+03,                    2.193580636617431537e+03,                    1.926180038607935330e+03,                    2.261082867954447465e+03
    4.796000595866783e+01,                    2.108373064008509573e+03,                    2.878329947231228289e+03,                    2.801540696096255488e+03,                    2.162959754245688146e+03,                    1.932570563129929042e+03,                    2.293793116762477894e+03
    4.797880015025699e+01,                    2.143630639937172418e+03,                    2.895779711875394241e+03,                    2.767276109916715541e+03,                    2.134645816477571316e+03,                    1.941180256318783222e+03,                    2.327379844843737374e+03
    4.799756959559100e+01,                    2.179190273591209461e+03,                    2.910872912858314066e+03,                    2.731285320121012319e+03,                    2.109089723127352954e+03,                    1.952294690098215142e+03,                    2.359624250674367886e+03
    4.801631478181539e+01,                    2.216310424993629113e+03,                    2.923542204732275877e+03,                    2.695324568444390479e+03,                    2.083576413100950958e+03,                    1.965282653913468039e+03,                    2.394120766378553981e+03
    4.803503622317650e+01,                    2.254472177980861034e+03,                    2.933874746378011878e+03,                    2.659031885871771919e+03,                    2.060126200825582146e+03,                    1.980735147383656795e+03,                    2.428576033261249449e+03
    4.805373445164033e+01,                    2.292777504832469276e+03,                    2.941493934504146637e+03,                    2.623470197827467018e+03,                    2.038672528104309549e+03,                    1.998016042242996264e+03,                    2.463563629884560669e+03
    4.807241002556127e+01,                    2.331863750992515179e+03,                    2.946749387435652352e+03,                    2.587032322226155884e+03,                    2.018758303753834753e+03,                    2.017403518962950329e+03,                    2.498532541045180551e+03
    4.809106352041191e+01,                    2.371053426134063557e+03,                    2.949277794934969734e+03,                    2.551667509400229392e+03,                    2.000816670062337380e+03,                    2.038797281273273256e+03,                    2.533755882985395601e+03
    4.810969553722747e+01,                    2.410582804836386913e+03,                    2.949369974368504245e+03,                    2.516156583916390446e+03,                    1.984707961721672746e+03,                    2.061737226210549125e+03,                    2.568735671381005432e+03
    4.812830669364904e+01,                    2.450021170679179249e+03,                    2.946910555587660838e+03,                    2.481338562130415085e+03,                    1.970730618698850321e+03,                    2.086422841997766227e+03,                    2.603650160365391002e+03
    4.814689763168528e+01,                    2.489349645094589505e+03,                    2.941763873528521799e+03,                    2.448099995086308354e+03,                    1.958747986208249813e+03,                    2.112801309874707840e+03,                    2.638012625077887606e+03
    4.816546900944105e+01,                    2.528673713144237809e+03,                    2.934216670538067319e+03,                    2.415511389204262287e+03,                    1.948906883835321423e+03,                    2.140492725076685019e+03,                    2.672193426623170581e+03
    4.818402150890913e+01,                    2.565854726880010730e+03,                    2.924229677752406587e+03,                    2.383178227561963922e+03,                    1.941263004766328322e+03,                    2.169740537411128571e+03,                    2.705607807084595606e+03
    4.820255582710345e+01,                    2.604203848410864339e+03,                    2.911883041039798627e+03,                    2.352532248077554868e+03,                    1.935864398877584108e+03,                    2.200164156972240562e+03,                    2.737931390619324247e+03
    4.822107268360342e+01,                    2.641152241801682976e+03,                    2.897170788380291015e+03,                    2.322424188178726126e+03,                    1.932320187830873692e+03,                    2.231584919651514610e+03,                    2.768664934673552125e+03
    4.823957281232879e+01,                    2.674407180591565066e+03,                    2.880299069225141920e+03,                    2.294905620137757523e+03,                    1.931277362235651935e+03,                    2.264192559849789632e+03,                    2.798793571371245434e+03
    4.825805696882104e+01,                    2.709501276002356462e+03,                    2.861166371286968570e+03,                    2.267183780859149465e+03,                    1.932298480652917988e+03,                    2.297519905784226921e+03,                    2.827854985833487262e+03
    4.827652592148149e+01,                    2.743203635584075528e+03,                    2.840335327719470115e+03,                    2.241991378369504218e+03,                    1.935477134182121972e+03,                    2.331710861333081994e+03,                    2.855497338435079200e+03
    4.829498045876915e+01,                    2.775055279502928897e+03,                    2.817205593668451002e+03,                    2.217759330172352747e+03,                    1.941004871362753420e+03,                    2.366509098339253796e+03,                    2.881726924066561878e+03
    4.831342138086323e+01,                    2.805152031943139264e+03,                    2.792432750437547384e+03,                    2.195119689603314328e+03,                    1.948635589708037514e+03,                    2.401806263801680871e+03,                    2.904814907815974493e+03
    4.833184950700279e+01,                    2.832513652198177624e+03,                    2.765960718254086714e+03,                    2.174361069139071788e+03,                    1.958681075848108094e+03,                    2.437295984437476818e+03,                    2.927889027355010057e+03
    4.835026566656637e+01,                    2.858268651799026884e+03,                    2.737900298362997091e+03,                    2.155024282838219733e+03,                    1.970261439563365684e+03,                    2.472939860346302794e+03,                    2.949423533586073972e+03
    4.836867070628048e+01,                    2.880970356680049463e+03,                    2.708648663182095333e+03,                    2.137542834776215841e+03,                    1.984121253052295742e+03,                    2.508656779170645677e+03,                    2.968873073641263090e+03
