      time,           p [    21.91      1.64         0],           p [    25.57      1.64         0],           p [    29.12      1.62         0],           p [    32.89      1.63         0],           p [    36.54      1.63         0],           p [    40.21      1.63         0]
    1.895845107405423e+01,                    2.347634623476778415e+03,                    2.349812487719776527e+03,                    2.551167225422346291e+03,                    2.452438188939748670e+03,                    2.447883042345585636e+03,                    2.436856727002589651e+03
    1.897882824627155e+01,                    2.347751512666228336e+03,                    2.349945142167743143e+03,                    2.551345430376876720e+03,                    2.452617294194112219e+03,                    2.447903043213676483e+03,                    2.436483939633986211e+03
    1.899916519822616e+01,                    2.347943141021820338e+03,                    2.350172728346460644e+03,                    2.551586337093023758e+03,                    2.452841890052151939e+03,                    2.447997591054585428e+03,                    2.436210771073589058e+03
    1.901944974481043e+01,                    2.348300775615863131e+03,                    2.350339752354904704e+03,                    2.551735028783670714e+03,                    2.452997794583330688e+03,                    2.448010554915626471e+03,                    2.435726237076779398e+03
    1.903968578315022e+01,                    2.348507752895667636e+03,                    2.350511406861449359e+03,                    2.551856922731567010e+03,                    2.453104431673858926e+03,                    2.448003677286745642e+03,                    2.435185662300638342e+03
    1.905987707425846e+01,                    2.348639708695760874e+03,                    2.350686591776015575e+03,                    2.551942339757239552e+03,                    2.453197036475613459e+03,                    2.447964500668375422e+03,                    2.434712327540647493e+03
    1.908002725407939e+01,                    2.348608989739456320e+03,                    2.350875335930777510e+03,                    2.552020404292223247e+03,                    2.453257534999394920e+03,                    2.447927679467898997e+03,                    2.434202519353102161e+03
    1.910013984410302e+01,                    2.348489147566670454e+03,                    2.351060074138695654e+03,                    2.552063245754265608e+03,                    2.453303153731499606e+03,                    2.447866886265374433e+03,                    2.433809792709052999e+03
    1.912021825719942e+01,                    2.348341621385548478e+03,                    2.351260183549104113e+03,                    2.552098239363338507e+03,                    2.453316924891597409e+03,                    2.447804537676641303e+03,                    2.433307551508382858e+03
    1.914026580422264e+01,                    2.348139934285715299e+03,                    2.351478639670441680e+03,                    2.552104533454637021e+03,                    2.453313455413621341e+03,                    2.447714086075684463e+03,                    2.432869032807700478e+03
    1.916028569724536e+01,                    2.347888137584467586e+03,                    2.351684359248876717e+03,                    2.552102168908924341e+03,                    2.453282812846156048e+03,                    2.447637879614394478e+03,                    2.432258672489055243e+03
    1.918028105474674e+01,                    2.347635872094060687e+03,                    2.351911585691799246e+03,                    2.552073533921484341e+03,                    2.453231728770850168e+03,                    2.447533225423290787e+03,                    2.431747409018928465e+03
    1.920025490393008e+01,                    2.347327853446281551e+03,                    2.352125432561392699e+03,                    2.552041517803426359e+03,                    2.453157760256079200e+03,                    2.447440683148665812e+03,                    2.431401070333069583e+03
    1.922021018537068e+01,                    2.347015067680858920e+03,                    2.352365133194371992e+03,                    2.551987231841327230e+03,                    2.453061462544425922e+03,                    2.447316341811871553e+03,                    2.431018741496004168e+03
    1.924014975553303e+01,                    2.346675609367262950e+03,                    2.352584609692329650e+03,                    2.551928442071774043e+03,                    2.452945332043318558e+03,                    2.447200686958272399e+03,                    2.430714841713868736e+03
    1.926007639156308e+01,                    2.346327509341846053e+03,                    2.352829041816453810e+03,                    2.551858045324860086e+03,                    2.452808865146473181e+03,                    2.447066225625733296e+03,                    2.430484189950249402e+03
    1.927999279379046e+01,                    2.345949699136318031e+03,                    2.353046347395119483e+03,                    2.551782144861044344e+03,                    2.452655129274329738e+03,                    2.446956846785216840e+03,                    2.430138027272768340e+03
    1.929990159057014e+01,                    2.345577776478476608e+03,                    2.353299848186106829e+03,                    2.551710089531552512e+03,                    2.452483839473663465e+03,                    2.446823340594894034e+03,                    2.429865815017328259e+03
    1.931980534100268e+01,                    2.345166294724455838e+03,                    2.353498241320959096e+03,                    2.551627114480485034e+03,                    2.452294468979725934e+03,                    2.446696569413939415e+03,                    2.429769104714541754e+03
    1.933970654006824e+01,                    2.344764100286070061e+03,                    2.353746051202994749e+03,                    2.551553819464874323e+03,                    2.452091665290978199e+03,                    2.446554536502871997e+03,                    2.429749210164349734e+03
    1.935960760936297e+01,                    2.344353105380501802e+03,                    2.353951551820275199e+03,                    2.551481426626310167e+03,                    2.451872934679595346e+03,                    2.446427107196919678e+03,                    2.429841409603749526e+03
    1.937950779423771e+01,                    2.343917269239700090e+03,                    2.354185866593256833e+03,                    2.551415124713257683e+03,                    2.451645798301548439e+03,                    2.446289013726558096e+03,                    2.430027352179416084e+03
    1.939940797911246e+01,                    2.343512881166390343e+03,                    2.354388452606795909e+03,                    2.551361795418199108e+03,                    2.451405318654166877e+03,                    2.446173873398404794e+03,                    2.430352856718769999e+03
    1.941930970342963e+01,                    2.343104192802954458e+03,                    2.354632333821516113e+03,                    2.551313002688835240e+03,                    2.451153269716421164e+03,                    2.446041726799830940e+03,                    2.430627229334426374e+03
    1.943921533401964e+01,                    2.342655407221892347e+03,                    2.354819210619175465e+03,                    2.551282059935198959e+03,                    2.450890842656045152e+03,                    2.445925859378576661e+03,                    2.430999353312933636e+03
    1.945912718228746e+01,                    2.342255307253256888e+03,                    2.355049150165141327e+03,                    2.551256957830105875e+03,                    2.450618809852865070e+03,                    2.445803814543622593e+03,                    2.431405989063482593e+03
    1.947904750883482e+01,                    2.341857489468227413e+03,                    2.355235483312573251e+03,                    2.551255747064026764e+03,                    2.450340953020870074e+03,                    2.445697650974610497e+03,                    2.431900830665404555e+03
    1.949897852553482e+01,                    2.341443079228687566e+03,                    2.355437730425484915e+03,                    2.551263175540236261e+03,                    2.450054439819839899e+03,                    2.445596443286267913e+03,                    2.432501141256435403e+03
    1.951892239988288e+01,                    2.341063093922247390e+03,                    2.355604527996219986e+03,                    2.551290954184567909e+03,                    2.449763682015332961e+03,                    2.445500900216155969e+03,                    2.433086972313897149e+03
    1.953888125689280e+01,                    2.340691421459219328e+03,                    2.355819044961228428e+03,                    2.551337479623235595e+03,                    2.449466093671795988e+03,                    2.445407816206858570e+03,                    2.433719314081277389e+03
    1.955885718314645e+01,                    2.340307373467435355e+03,                    2.355977790351538715e+03,                    2.551397713773686974e+03,                    2.449165106567446401e+03,                    2.445326653674821500e+03,                    2.434402573490968734e+03
    1.957885222863042e+01,                    2.339993520689677098e+03,                    2.356176324935546745e+03,                    2.551479119530541539e+03,                    2.448860671834710502e+03,                    2.445248929680124093e+03,                    2.435135331657373172e+03
    1.959886841090129e+01,                    2.339719109708671567e+03,                    2.356340736257082426e+03,                    2.551573525371567030e+03,                    2.448551274896595260e+03,                    2.445182889953500307e+03,                    2.435880412972261638e+03
    1.961890771718053e+01,                    2.339437297839415351e+03,                    2.356535780669061296e+03,                    2.551688306628634564e+03,                    2.448244626529196012e+03,                    2.445126269668822715e+03,                    2.436738488444307677e+03
    1.963897210871324e+01,                    2.339169826115640717e+03,                    2.356683342518280824e+03,                    2.551809312674292869e+03,                    2.447928250969410328e+03,                    2.445074426488576592e+03,                    2.437510328763477446e+03
    1.965906352250614e+01,                    2.339013512946663468e+03,                    2.356865736139629917e+03,                    2.551951206949506741e+03,                    2.447621339647762852e+03,                    2.445022990978903636e+03,                    2.438305890438173265e+03
    1.967918387346037e+01,                    2.338899594325998351e+03,                    2.357020940499495737e+03,                    2.552095895210109120e+03,                    2.447302157244424961e+03,                    2.444994961943978069e+03,                    2.439186159887278791e+03
    1.969933505288284e+01,                    2.338844359998136497e+03,                    2.357193969558931713e+03,                    2.552253612724764480e+03,                    2.446997701673860320e+03,                    2.444949430220623981e+03,                    2.439919488796863789e+03
    1.971951892930504e+01,                    2.338848913822929262e+03,                    2.357355977530343807e+03,                    2.552424570666393265e+03,                    2.446677306377485365e+03,                    2.444922987158866363e+03,                    2.440677478473161045e+03
    1.973973734830264e+01,                    2.338915053708913547e+03,                    2.357533039958070731e+03,                    2.552585560158356657e+03,                    2.446380989786221562e+03,                    2.444897305770861294e+03,                    2.441478140184829044e+03
    1.975999213454568e+01,                    2.338990681371228220e+03,                    2.357676388136063906e+03,                    2.552751856967573985e+03,                    2.446063573154138339e+03,                    2.444876926477926645e+03,                    2.442149839813551807e+03
    1.978028509259942e+01,                    2.339173636867021742e+03,                    2.357853234910227002e+03,                    2.552912573376420369e+03,                    2.445777868567095084e+03,                    2.444849994302139748e+03,                    2.442770911362634706e+03
    1.980061800966885e+01,                    2.339432690902389368e+03,                    2.358016208061073030e+03,                    2.553069130456849052e+03,                    2.445469433206195390e+03,                    2.444832217041533113e+03,                    2.443335121894152053e+03
    1.982099265622609e+01,                    2.339737571260624463e+03,                    2.358189804750075837e+03,                    2.553217739160129895e+03,                    2.445198694591275853e+03,                    2.444808396581107445e+03,                    2.443835799573138502e+03
    1.984141078735830e+01,                    2.340143342872072026e+03,                    2.358353737029903641e+03,                    2.553353334186996562e+03,                    2.444906918360421059e+03,                    2.444787245207612614e+03,                    2.444256610636325149e+03
    1.986187414584633e+01,                    2.340600274134488245e+03,                    2.358526628573712514e+03,                    2.553474677400431574e+03,                    2.444654625597399900e+03,                    2.444770814727974994e+03,                    2.444696817891830506e+03
    1.988238446322578e+01,                    2.341159731845229999e+03,                    2.358695535793982344e+03,                    2.553579943917450237e+03,                    2.444387270488111426e+03,                    2.444740394820542861e+03,                    2.444937051842449364e+03
    1.990294345433336e+01,                    2.341777494955214479e+03,                    2.358870376948405919e+03,                    2.553665974523114528e+03,                    2.444160058244122411e+03,                    2.444711603775906042e+03,                    2.445133407605927459e+03
    1.992355281612361e+01,                    2.342496156006608544e+03,                    2.359040321900203708e+03,                    2.553728408977317940e+03,                    2.443923926975295672e+03,                    2.444668719037697883e+03,                    2.445205113183511457e+03
    1.994421422730561e+01,                    2.343282152216227132e+03,                    2.359214547957600189e+03,                    2.553771309860767360e+03,                    2.443730506144849642e+03,                    2.444629961332929270e+03,                    2.445211915741189841e+03
    1.996492934942371e+01,                    2.344167031368950575e+03,                    2.359381972300426696e+03,                    2.553781644873076857e+03,                    2.443533942150266284e+03,                    2.444571486060261122e+03,                    2.445100169223344892e+03
    1.998569982735219e+01,                    2.345104715937421588e+03,                    2.359554795205147911e+03,                    2.553770882961010102e+03,                    2.443383256200491815e+03,                    2.444527640786291158e+03,                    2.445010536463400967e+03
    2.000652729044537e+01,                    2.346139207107044058e+03,                    2.359720475847792386e+03,                    2.553726723886296895e+03,                    2.443236075887423794e+03,                    2.444451137078767715e+03,                    2.444693944062395985e+03
    2.002741335199176e+01,                    2.347247229640319802e+03,                    2.359881228415353689e+03,                    2.553653191108125611e+03,                    2.443135628463206558e+03,                    2.444379883231131316e+03,                    2.444340825309382581e+03
    2.004835960851213e+01,                    2.348421702225977242e+03,                    2.360037365380324445e+03,                    2.553548486807407244e+03,                    2.443046703569539659e+03,                    2.444283333359951939e+03,                    2.443869045205201019e+03
    2.006936763845223e+01,                    2.349655115943883175e+03,                    2.360186902090816602e+03,                    2.553411553947233642e+03,                    2.443007062961128213e+03,                    2.444198524175836155e+03,                    2.443449401016681804e+03
    2.009043900279625e+01,                    2.350937275864754156e+03,                    2.360332467706109583e+03,                    2.553242723925753126e+03,                    2.442984518503440995e+03,                    2.444073830430699672e+03,                    2.442781636673553294e+03
    2.011157524475980e+01,                    2.352290816412488311e+03,                    2.360466201352683129e+03,                    2.553044026152987499e+03,                    2.443014050183531708e+03,                    2.443966200081621537e+03,                    2.442224034384887545e+03
    2.013277789022030e+01,                    2.353663542453796708e+03,                    2.360592661378159846e+03,                    2.552811718134033072e+03,                    2.443066707164096442e+03,                    2.443822915264574476e+03,                    2.441475190065690185e+03
    2.015404844627333e+01,                    2.355102566978287086e+03,                    2.360701824182503515e+03,                    2.552552162885369398e+03,                    2.443172508479182397e+03,                    2.443686300086394112e+03,                    2.440728403651105509e+03
    2.017538840070497e+01,                    2.356535451589440981e+03,                    2.360805183623485391e+03,                    2.552264495440535029e+03,                    2.443307372676310933e+03,                    2.443526482300782845e+03,                    2.439891374318248836e+03
    2.019679921938880e+01,                    2.358027836390548600e+03,                    2.360879129065042434e+03,                    2.551948302138591316e+03,                    2.443495709924112361e+03,                    2.443367987139237812e+03,                    2.439077723061240704e+03
    2.021828234535116e+01,                    2.359511547844499546e+03,                    2.360955787428260010e+03,                    2.551612630369383169e+03,                    2.443717422441607596e+03,                    2.443200170563381107e+03,                    2.438256933682688668e+03
    2.023983919575199e+01,                    2.361025785107461161e+03,                    2.360992774585272400e+03,                    2.551254002221040992e+03,                    2.443993154491793575e+03,                    2.443025304042166681e+03,                    2.437407331391561002e+03
    2.026147116120600e+01,                    2.362509245718571947e+03,                    2.361030587822949201e+03,                    2.550881078897108182e+03,                    2.444301659683267189e+03,                    2.442842000649306556e+03,                    2.436513928289242813e+03
    2.028317960336529e+01,                    2.364015185710743026e+03,                    2.361022809758549101e+03,                    2.550489412500722210e+03,                    2.444665530257112550e+03,                    2.442660304889219788e+03,                    2.435703994344550665e+03
    2.030496585425973e+01,                    2.365462148908315612e+03,                    2.361019681292091263e+03,                    2.550087021806530629e+03,                    2.445060246853383887e+03,                    2.442475403970625393e+03,                    2.434835118867224537e+03
    2.032683121352533e+01,                    2.366901867067235344e+03,                    2.360961591883434721e+03,                    2.549687666925590293e+03,                    2.445508635919461540e+03,                    2.442298566356437732e+03,                    2.433969962064640640e+03
    2.034877694767257e+01,                    2.368325690154855238e+03,                    2.360910502434471709e+03,                    2.549282234677113593e+03,                    2.445983590820648260e+03,                    2.442121883840163719e+03,                    2.433036943218500255e+03
    2.037080428719808e+01,                    2.369676263036436467e+03,                    2.360800750975339270e+03,                    2.548886790144845691e+03,                    2.446507286284164365e+03,                    2.441940332366081293e+03,                    2.432380047890986134e+03
    2.039291442577360e+01,                    2.370969942232850826e+03,                    2.360691453786529564e+03,                    2.548498157672188427e+03,                    2.447052265427816565e+03,                    2.441775111517578353e+03,                    2.431711193826062754e+03
    2.041510851748732e+01,                    2.372201528281702849e+03,                    2.360530392871234199e+03,                    2.548126735835798172e+03,                    2.447638933847481894e+03,                    2.441613805719762240e+03,                    2.431322228970045217e+03
    2.043738767628146e+01,                    2.373344835086953026e+03,                    2.360366161424544316e+03,                    2.547763130463669768e+03,                    2.448240852161908151e+03,                    2.441474419271532497e+03,                    2.430898239904113780e+03
    2.045954614445330e+01,                    2.374811686249030117e+03,                    2.360330559892481233e+03,                    2.547632593199553412e+03,                    2.449049583386359700e+03,                    2.441500014251781522e+03,                    2.430796564463896175e+03
    2.048156444805322e+01,                    2.375820826326756105e+03,                    2.360136671456895783e+03,                    2.547351292775368620e+03,                    2.449709180891802589e+03,                    2.441411015382399000e+03,                    2.430555671967265880e+03
    2.050345576704259e+01,                    2.376702703091479634e+03,                    2.359866896067124799e+03,                    2.547096253509044345e+03,                    2.450338705709841634e+03,                    2.441294013650267061e+03,                    2.430426664913275999e+03
    2.052523279713419e+01,                    2.377448445985875424e+03,                    2.359595387902044422e+03,                    2.546851552144027210e+03,                    2.450965493527204671e+03,                    2.441222156004883800e+03,                    2.430417494577828620e+03
    2.054690787333978e+01,                    2.378130585356251686e+03,                    2.359285528004777007e+03,                    2.546682766328417529e+03,                    2.451576322179071667e+03,                    2.441147845827927085e+03,                    2.430472570557302333e+03
    2.056849309755479e+01,                    2.378670733595659840e+03,                    2.358977291247600078e+03,                    2.546523707477297194e+03,                    2.452180948992314825e+03,                    2.441119221487213963e+03,                    2.430600236569730896e+03
    2.059000039567333e+01,                    2.379138528719259284e+03,                    2.358629120203367620e+03,                    2.546432935793287015e+03,                    2.452751172722727460e+03,                    2.441091954729261033e+03,                    2.430841574472866341e+03
    2.061144159790335e+01,                    2.379527474863638872e+03,                    2.358298872944329560e+03,                    2.546371085918622612e+03,                    2.453312394417646829e+03,                    2.441118288786388348e+03,                    2.431200489523131182e+03
    2.063282847490939e+01,                    2.379762644437357721e+03,                    2.357923172638598771e+03,                    2.546365963664267383e+03,                    2.453820507421341972e+03,                    2.441136870029230977e+03,                    2.431586595184880025e+03
    2.065417275175602e+01,                    2.379889565976361610e+03,                    2.357568963416140377e+03,                    2.546390437338297488e+03,                    2.454316309908164840e+03,                    2.441206600799582702e+03,                    2.432020509941984983e+03
    2.067548613351826e+01,                    2.379914977578879189e+03,                    2.357179409669996403e+03,                    2.546478474283235300e+03,                    2.454743951348382325e+03,                    2.441273061801398399e+03,                    2.432527775730256963e+03
    2.069678033290280e+01,                    2.379844360738564774e+03,                    2.356816499641387509e+03,                    2.546582443687014347e+03,                    2.455155582215233153e+03,                    2.441391562803939905e+03,                    2.433095881450120032e+03
    2.071806707649604e+01,                    2.379654340970305384e+03,                    2.356425157657973159e+03,                    2.546753462560763182e+03,                    2.455486225668522820e+03,                    2.441506974817638365e+03,                    2.433751948837457803e+03
    2.073935382008928e+01,                    2.379382570090353511e+03,                    2.356073560969834944e+03,                    2.546947668897650146e+03,                    2.455799433675465480e+03,                    2.441677642724201633e+03,                    2.434456800544187900e+03
    2.076064483062068e+01,                    2.379089625143988542e+03,                    2.355703806644959968e+03,                    2.547194433842114904e+03,                    2.456026923028486635e+03,                    2.441829964510422087e+03,                    2.435074290959065820e+03
    2.078195107276953e+01,                    2.378619056871579687e+03,                    2.355366200543518062e+03,                    2.547453571456487225e+03,                    2.456219183829608482e+03,                    2.442026224328981243e+03,                    2.435720680091366376e+03
    2.080325731491838e+01,                    2.378105630221084084e+03,                    2.355028390582122938e+03,                    2.547781097573853003e+03,                    2.456343150702370167e+03,                    2.442233371225414430e+03,                    2.436449719050075146e+03
    2.082457360545188e+01,                    2.377462513298727117e+03,                    2.354720305232777264e+03,                    2.548101208580390903e+03,                    2.456409943282800668e+03,                    2.442458766660623951e+03,                    2.437088738813423333e+03
    2.084591226998006e+01,                    2.376732923049829878e+03,                    2.354394759133790103e+03,                    2.548459405027318098e+03,                    2.456379602815502039e+03,                    2.442657819649140947e+03,                    2.437699984787080666e+03
    2.086728575625561e+01,                    2.375824379027764735e+03,                    2.354084534039004211e+03,                    2.548805073363615975e+03,                    2.456310602148627368e+03,                    2.442896123076729964e+03,                    2.438298081747409924e+03
    2.088870662333851e+01,                    2.374982418680426235e+03,                    2.353819198300777316e+03,                    2.549208661029884297e+03,                    2.456147559586863281e+03,                    2.443106521509194863e+03,                    2.438849102543275876e+03
    2.091018752711906e+01,                    2.374103699317293831e+03,                    2.353600091302421333e+03,                    2.549591901908971977e+03,                    2.455945562731679274e+03,                    2.443352250276914674e+03,                    2.439490843212976870e+03
    2.093174124637684e+01,                    2.373079226936577925e+03,                    2.353381605669443161e+03,                    2.550012727849563817e+03,                    2.455650282482977673e+03,                    2.443561557072704545e+03,                    2.439998771831028535e+03
    2.095338066222423e+01,                    2.372033555576525487e+03,                    2.353223267662860053e+03,                    2.550420307397581382e+03,                    2.455316591638156751e+03,                    2.443790407226450043e+03,                    2.440462068136281232e+03
    2.097511873102038e+01,                    2.370944960403127425e+03,                    2.353072260877069766e+03,                    2.550862313882911167e+03,                    2.454895445660076803e+03,                    2.443989690486549080e+03,                    2.440841271002238500e+03
    2.099696849054457e+01,                    2.369803073179600233e+03,                    2.352985827416693155e+03,                    2.551272818459158316e+03,                    2.454437998678316035e+03,                    2.444198640882491873e+03,                    2.441183939967802417e+03
    2.101879466549175e+01,                    2.368929573419343797e+03,                    2.353043343947059384e+03,                    2.551840344661970448e+03,                    2.454031984655018732e+03,                    2.444508587944422743e+03,                    2.441675602759388312e+03
    2.104051513832620e+01,                    2.367861350687786398e+03,                    2.353099684614423495e+03,                    2.552339273057132232e+03,                    2.453554977089758722e+03,                    2.444766872251395853e+03,                    2.441951378225041026e+03
    2.106214481382605e+01,                    2.366686028982328025e+03,                    2.353117691582734551e+03,                    2.552756130674067208e+03,                    2.452932988603086415e+03,                    2.444915410136424725e+03,                    2.442145281658230488e+03
    2.108369830946000e+01,                    2.365509517708074782e+03,                    2.353195807979337587e+03,                    2.553143144105808460e+03,                    2.452286123452864558e+03,                    2.445039968615926227e+03,                    2.442140450109838639e+03
    2.110519013605371e+01,                    2.364300621624392534e+03,                    2.353293698415882773e+03,                    2.553525776167160529e+03,                    2.451598021654855984e+03,                    2.445137471569345507e+03,                    2.442160084800485038e+03
    2.112663473833733e+01,                    2.363113946074766773e+03,                    2.353459335489896148e+03,                    2.553881973060073051e+03,                    2.450894618299577814e+03,                    2.445211374204211552e+03,                    2.442021497942939277e+03
    2.114804651917959e+01,                    2.361910236727674146e+03,                    2.353631975218003390e+03,                    2.554228564856476623e+03,                    2.450165045542411463e+03,                    2.445250671568202961e+03,                    2.441860524503815213e+03
    2.116943987064947e+01,                    2.360727244803807025e+03,                    2.353888880368944228e+03,                    2.554550783157428668e+03,                    2.449433158712244222e+03,                    2.445266368417102512e+03,                    2.441603013424789424e+03
    2.119082920407905e+01,                    2.359588855539428550e+03,                    2.354161767341016912e+03,                    2.554858137698438895e+03,                    2.448689796501508681e+03,                    2.445261267238180608e+03,                    2.441381791978275487e+03
    2.121221853750863e+01,                    2.358425087735306533e+03,                    2.354500066464060183e+03,                    2.555147367560096882e+03,                    2.447965008203933394e+03,                    2.445236285222424613e+03,                    2.441144824952187264e+03
    2.123360501254701e+01,                    2.357328258147027555e+03,                    2.354877037972707512e+03,                    2.555429912199330829e+03,                    2.447249414013708702e+03,                    2.445177433022954574e+03,                    2.440778602297379166e+03
    2.125499148758540e+01,                    2.356203550014829943e+03,                    2.355309233191521344e+03,                    2.555678819031162220e+03,                    2.446550366277780540e+03,                    2.445080870648988821e+03,                    2.440359889927472977e+03
    2.127638937157192e+01,                    2.355071212354794170e+03,                    2.355745326819142065e+03,                    2.555903843307369243e+03,                    2.445862029844613971e+03,                    2.444950463208032033e+03,                    2.439899762430468400e+03
    2.129781320996586e+01,                    2.353939783674976752e+03,                    2.356252492864521173e+03,                    2.556101021400850186e+03,                    2.445204776260623476e+03,                    2.444784367372993074e+03,                    2.439466487528410198e+03
    2.131927755253743e+01,                    2.352818206852145067e+03,                    2.356766949383880274e+03,                    2.556281299818615935e+03,                    2.444578251561225443e+03,                    2.444599867154559888e+03,                    2.438963923204028561e+03
    2.134079694710772e+01,                    2.351682365508283510e+03,                    2.357345743675802623e+03,                    2.556436151929742209e+03,                    2.443996651227476377e+03,                    2.444369285519373534e+03,                    2.438443503370650888e+03
    2.136238594292454e+01,                    2.350553428642554991e+03,                    2.357936600845895555e+03,                    2.556579301732499971e+03,                    2.443457978817182266e+03,                    2.444146342050479689e+03,                    2.438003059637141632e+03
    2.138405904906964e+01,                    2.349572605836881394e+03,                    2.358538612320959146e+03,                    2.556694390752467370e+03,                    2.442975002464942008e+03,                    2.443867188322436050e+03,                    2.437529709957423620e+03
    2.140583071583991e+01,                    2.348315977758544705e+03,                    2.359206083051987207e+03,                    2.556802413083646570e+03,                    2.442543177800002923e+03,                    2.443594998036987363e+03,                    2.437022964375436914e+03
    2.142771536078764e+01,                    2.347164404744889453e+03,                    2.359921939875105181e+03,                    2.556890234231123941e+03,                    2.442175974696381218e+03,                    2.443271256566523334e+03,                    2.436544628803099386e+03
    2.144972743105167e+01,                    2.346005675228335349e+03,                    2.360644118485744912e+03,                    2.556956852762873496e+03,                    2.441868239920366250e+03,                    2.442967812147658606e+03,                    2.436094836247940293e+03
    2.147188145420930e+01,                    2.344825362667309946e+03,                    2.361417207650903947e+03,                    2.557026118166073502e+03,                    2.441631777175392926e+03,                    2.442623477026443652e+03,                    2.435733802525368901e+03
    2.149419204210378e+01,                    2.343694571593747696e+03,                    2.362196374669046236e+03,                    2.557074139207875760e+03,                    2.441458722633755769e+03,                    2.442297877952145427e+03,                    2.435361692953150850e+03
    2.151667382839186e+01,                    2.342547677481971277e+03,                    2.363002392130329554e+03,                    2.557104841011697317e+03,                    2.441362394391940143e+03,                    2.441935834006027108e+03,                    2.435046752170648233e+03
    2.153930317435727e+01,                    2.341583944146580052e+03,                    2.363861956014862699e+03,                    2.557171793329835054e+03,                    2.441363327346554797e+03,                    2.441633173222615369e+03,                    2.434813338916826069e+03
    2.156189842587848e+01,                    2.340801017000067077e+03,                    2.364870355513952745e+03,                    2.557356355118342435e+03,                    2.441575265007773851e+03,                    2.441443381124181542e+03,                    2.434861143008610725e+03
    2.158445988872721e+01,                    2.339911463667142925e+03,                    2.365734654565931578e+03,                    2.557389140068029974e+03,                    2.441703097858966885e+03,                    2.441136079805629379e+03,                    2.434702194613690153e+03
    2.160698793223476e+01,                    2.338953348063702833e+03,                    2.366600530351624457e+03,                    2.557401174465389431e+03,                    2.441892363330025546e+03,                    2.440820980629585392e+03,                    2.434610940804417623e+03
    2.162948298490116e+01,                    2.338141062422440882e+03,                    2.367448343734582977e+03,                    2.557408486913884644e+03,                    2.442139124851611996e+03,                    2.440544432911904551e+03,                    2.434623079277513170e+03
    2.165194549652655e+01,                    2.337340011293010321e+03,                    2.368315841451923006e+03,                    2.557404581085460450e+03,                    2.442441950068050573e+03,                    2.440277340764515429e+03,                    2.434652159180285707e+03
    2.167437595717973e+01,                    2.336727526726161159e+03,                    2.369165927012230895e+03,                    2.557397642866210390e+03,                    2.442791063834375564e+03,                    2.440041380454086266e+03,                    2.434704388053859020e+03
    2.169677486556618e+01,                    2.336186234452308781e+03,                    2.370027712125566723e+03,                    2.557376018709322580e+03,                    2.443184172162141749e+03,                    2.439831877191852072e+03,                    2.434786987600899010e+03
    2.171914275006306e+01,                    2.335659742178897432e+03,                    2.370847138348608496e+03,                    2.557352924600251754e+03,                    2.443611987108934954e+03,                    2.439652044095857491e+03,                    2.434917676485568791e+03
    2.174148013837583e+01,                    2.335396727625262429e+03,                    2.371692130544929569e+03,                    2.557310218590077511e+03,                    2.444069076484826837e+03,                    2.439520276245992136e+03,                    2.435133417494408150e+03
    2.176372727598244e+01,                    2.335340180881499236e+03,                    2.372541855771858536e+03,                    2.557322082689439412e+03,                    2.444603142206658958e+03,                    2.439460197948144469e+03,                    2.435387557057415506e+03
    2.178590203297129e+01,                    2.335204049106033835e+03,                    2.373301055555268249e+03,                    2.557244677175302968e+03,                    2.445084573137044572e+03,                    2.439394483410193970e+03,                    2.435585732196519530e+03
    2.180802183192338e+01,                    2.335349246775595930e+03,                    2.374024404307852819e+03,                    2.557166053873632791e+03,                    2.445574987352339122e+03,                    2.439347112026262494e+03,                    2.435802762595283639e+03
    2.183010333655311e+01,                    2.335634276845144086e+03,                    2.374715878396670632e+03,                    2.557068872178347647e+03,                    2.446067714529523982e+03,                    2.439371177581736902e+03,                    2.436106974132449523e+03
    2.185216249480826e+01,                    2.336078779805411614e+03,                    2.375364297032816012e+03,                    2.556959704111247447e+03,                    2.446563961792983264e+03,                    2.439414711238096061e+03,                    2.436348501139716063e+03
    2.187421464241067e+01,                    2.336568437420567989e+03,                    2.375960276821117532e+03,                    2.556827807596796447e+03,                    2.447049545168936675e+03,                    2.439528402872683728e+03,                    2.436594636386318143e+03
    2.189626679001308e+01,                    2.337417307136195177e+03,                    2.376555960689526728e+03,                    2.556717804236283882e+03,                    2.447536724499673255e+03,                    2.439658522077381804e+03,                    2.436887115921181703e+03
    2.191832684729964e+01,                    2.338471049813890204e+03,                    2.377108491036843589e+03,                    2.556558784152286535e+03,                    2.448003706267891175e+03,                    2.439880534222291772e+03,                    2.437172477777523909e+03
    2.194040943600762e+01,                    2.339584046071187913e+03,                    2.377579249251281908e+03,                    2.556392717153228659e+03,                    2.448453304213398042e+03,                    2.440121679811325521e+03,                    2.437493717246357846e+03
    2.196247328609743e+01,                    2.341071336318277645e+03,                    2.378065793827077869e+03,                    2.556253446602675922e+03,                    2.448921612295794148e+03,                    2.440464263458122332e+03,                    2.437766546910439047e+03
    2.198451281391915e+01,                    2.342691227977752078e+03,                    2.378460555566818130e+03,                    2.556082801268070853e+03,                    2.449341572236026877e+03,                    2.440802056341195566e+03,                    2.438023787261705820e+03
